,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg,Divergence,Original
17025,212.0,41.0,56.84903673487952,+,46.0,15.0,57.830289832841686,LoMorph,FRI,212.6991247324264,46.26606396939801,['FRI'],FRI
17037,212.0,48.0,19.651902542791504,+,47.0,11.0,3.635184874436845,LoMorph,FRI,212.80545886181744,47.184343106909566,['FRI'],FRI
17044,212.0,56.0,11.055447268292935,+,51.0,10.0,22.04777740242605,LoMorph,FRII,212.93640429090783,51.17279104927845,['FRII'],FRII
17045,212.0,57.0,30.634618808430787,+,49.0,28.0,19.34868378400949,LoMorph,FRII,212.95850961633568,49.47204130105112,['FRII'],FRII
17046,212.0,58.0,4.095665364316119,+,55.0,9.0,46.742940626621134,LoMorph,FRII,212.9678043514901,55.16298415017406,['FRII'],FRII
17048,212.0,59.0,47.79310676389969,+,47.0,6.0,59.02726118585747,LoMorph,FRI,212.9966091963233,47.11639646144052,['FRI'],FRI
17052,213.0,2.0,36.32293857240711,+,50.0,37.0,26.75730806873446,LoMorph,FRI,213.0434230384924,50.62409925224132,['FRI'],FRI
17055,213.0,4.0,52.83702848613302,+,55.0,2.0,52.09769172048084,LoMorph,FRI,213.08134361902395,55.0478049143668,['FRI'],FRI
17057,213.0,7.0,22.538641055443804,+,47.0,41.0,19.626546711230617,LoMorph,FRI,213.1229274002932,47.68878515186423,['FRI'],FRI
17058,213.0,7.0,24.15201716028605,+,54.0,55.0,12.37733416504625,LoMorph,FRII,213.1233755603223,54.920104815045846,['FRII'],FRII
17060,213.0,7.0,57.493237826979566,+,49.0,37.0,31.0265170006818,LoMorph,FRI,213.1326370105075,49.6252851436113,['FRI'],FRI
17062,213.0,9.0,31.32990106248372,+,46.0,9.0,28.01760984631641,LoMorph,FRI,213.1587027502952,46.15778266940176,['FRI'],FRI
17068,213.0,12.0,13.134420005330869,+,54.0,31.0,3.5704637918593107,LoMorph,FRI,213.20364845000148,54.517658462164405,['FRI'],FRI
17070,213.0,12.0,29.066261331927308,+,46.0,4.0,52.67220454752021,LoMorph,FRI,213.2080739614811,46.08129783459653,['FRI'],FRI
17077,213.0,19.0,19.601273549822054,+,49.0,18.0,24.58725537203009,LoMorph,FRII,213.3221114648749,49.3068297931589,['FRII'],FRII
17078,213.0,19.0,24.55440257207101,+,48.0,8.0,26.808771638034727,LoMorph,FRI,213.3234873340478,48.1407802143439,['FRI'],FRI
17083,213.0,22.0,34.453601963734855,+,49.0,54.0,46.68999958798338,LoMorph,FRII,213.3762371116566,49.91296944433,['FRII'],FRII
17092,213.0,31.0,53.31212345254471,+,48.0,42.0,0.3848746827645755,LoMorph,FRII,213.531475589848,48.7001069096341,['FRII'],FRII
17094,213.0,33.0,23.771255544961605,+,54.0,55.0,24.90225125096117,LoMorph,FRI,213.55660312654027,54.92358395868082,['FRI'],FRI
17095,213.0,34.0,14.675305917101014,+,53.0,31.0,31.073234706067296,LoMorph,FRI,213.57074314053253,53.525298120751685,['FRI'],FRI
17096,213.0,34.0,53.21933468946781,+,49.0,18.0,20.40143952585084,LoMorph,FRI,213.58144981519152,49.30566706653496,['FRI'],FRI
17097,213.0,35.0,5.71772189314288,+,46.0,26.0,20.29733648235151,LoMorph,FRII,213.5849215894148,46.43897148235621,['FRII'],FRII
17101,213.0,42.0,50.42186069810441,+,47.0,8.0,43.85421061727584,LoMorph,FRI,213.7140060724161,47.1455150585048,['FRI'],FRI
17102,213.0,42.0,50.61084177009889,+,56.0,33.0,38.06387835227383,LoMorph,FRII,213.7140585671584,56.5605732995423,['FRII'],FRII
17104,213.0,43.0,59.11204242677968,+,54.0,55.0,42.24907316227871,LoMorph,FRII,213.73308667845188,54.928402520322855,['FRII'],FRII
17110,213.0,47.0,52.95388483197485,+,46.0,30.0,59.272733240695175,LoMorph,FRII,213.79804274578663,46.516464648122415,['FRII'],FRII
17112,213.0,50.0,0.8293906858284572,+,46.0,29.0,12.134043174299904,LoMorph,FRI,213.83356371963487,46.48670390088175,['FRI'],FRI
17114,213.0,51.0,25.334306204504173,+,50.0,54.0,27.345567099334858,LoMorph,FRI,213.85703730727903,50.907595990860926,['FRI'],FRI
17118,213.0,55.0,12.767546434122323,+,53.0,58.0,40.8510378757552,LoMorph,FRI,213.9202132073428,53.97801417718771,['FRI'],FRI
17121,213.0,58.0,13.176063335033632,+,50.0,19.0,23.791381097740896,LoMorph,FRI,213.97032668425973,50.32327538363826,['FRI'],FRI
17122,213.0,58.0,17.544057123013772,+,49.0,9.0,7.951089704176297,LoMorph,FRII,213.9715400158675,49.15220863602894,['FRII'],FRII
17135,214.0,14.0,30.500494331395203,+,55.0,3.0,55.60988655565325,LoMorph,FRI,214.24180569286983,55.065447190709904,['FRI'],FRI
17137,214.0,16.0,34.85784196988334,+,50.0,15.0,31.58917524492608,LoMorph,FRI,214.2763494005472,50.25877477090137,['FRI'],FRI
17139,214.0,20.0,37.317869748869725,+,54.0,30.0,59.57454595035472,LoMorph,FRI,214.3436994082636,54.51654848498621,['FRI'],FRI
17141,214.0,21.0,59.82221548421421,+,46.0,31.0,2.9489252932899035,LoMorph,FRI,214.3666172820789,46.51748581258147,['FRI'],FRI
17142,214.0,22.0,17.883206318929297,+,56.0,18.0,53.91390611011218,LoMorph,FRII,214.37163422397748,56.31497608503059,['FRII'],FRII
17145,214.0,24.0,17.07704074003459,+,48.0,30.0,27.967370467635533,LoMorph,FRI,214.4047436224278,48.50776871401879,['FRI'],FRI
17151,214.0,31.0,32.8045523770038,+,45.0,49.0,6.44126706426448,LoMorph,FRII,214.5257790423269,45.81845590751785,['FRII'],FRII
17156,214.0,34.0,45.425388791964,+,54.0,49.0,37.58635759054755,LoMorph,FRII,214.57928483022,54.82710732155293,"['FRI', 'FRII']",FRI
17159,214.0,37.0,36.93876766389394,+,47.0,10.0,14.985431397116145,LoMorph,FRI,214.6269274354622,47.1708292864992,['FRI'],FRI
17169,214.0,47.0,39.82284646880771,+,53.0,46.0,53.39536524061202,LoMorph,FRI,214.79439523513025,53.78149871256684,['FRI'],FRI
17171,214.0,49.0,15.999053830510093,+,54.0,14.0,14.78363781000155,LoMorph,FRI,214.82111084828625,54.23743989939167,['FRI'],FRI
17175,214.0,53.0,21.037871505718613,+,54.0,16.0,19.662661244913124,LoMorph,FRII,214.88917718652937,54.27212851701248,['FRII'],FRII
17176,214.0,54.0,20.94609870134491,+,48.0,37.0,49.281466765414734,LoMorph,FRII,214.9058183607504,48.63035596299039,['FRII'],FRII
17178,214.0,54.0,56.08993101513761,+,46.0,57.0,36.635057863553584,LoMorph,FRI,214.9155805363931,46.9601764049621,['FRI'],FRI
17185,214.0,59.0,39.877071120722576,+,53.0,36.0,14.950379839697234,LoMorph,FRI,214.9944102975336,53.604152883288805,['FRI'],FRI
17193,215.0,8.0,12.617912448645257,+,47.0,9.0,35.459760130942755,LoMorph,FRI,215.1368383090135,47.159849933369706,['FRI'],FRI
17200,215.0,17.0,35.716845797155656,+,55.0,12.0,44.22481635653696,LoMorph,FRI,215.2932546793881,55.21228467121015,['FRI'],FRI
17202,215.0,20.0,49.98436220138274,+,48.0,55.0,24.24448779034094,LoMorph,FRI,215.34721787838927,48.92340124660843,['FRI'],FRI
17203,215.0,21.0,27.22947366636617,+,46.0,23.0,19.535548275497376,LoMorph,FRII,215.3575637426851,46.38875987452097,['FRII'],FRII
17205,215.0,22.0,50.18786180574352,+,54.0,19.0,15.14351357163605,LoMorph,FRII,215.38060773939048,54.32087319821434,['FRII'],FRII
17210,215.0,28.0,14.008402216013565,+,47.0,33.0,13.828340882933505,LoMorph,FRI,215.47055788950445,47.553841205800815,['FRI'],FRI
17222,215.0,43.0,15.996844021976813,+,46.0,48.0,42.58084975132704,LoMorph,FRI,215.7211102344505,46.81182801381981,['FRI'],FRI
17229,215.0,52.0,12.680341178456729,+,46.0,47.0,13.585885517533145,LoMorph,FRI,215.87018898366068,46.78710719042154,['FRI'],FRI
17232,215.0,56.0,17.43889564426354,+,46.0,21.0,34.879790911474515,LoMorph,FRII,215.9381774710123,46.35968883080874,['FRII'],FRII
17240,216.0,4.0,15.533044678065837,+,46.0,47.0,23.064578525189745,LoMorph,FRII,216.07098140129943,46.78974016070144,['FRII'],FRII
17242,216.0,5.0,14.76924215503459,+,45.0,58.0,45.443785241685646,LoMorph,FRII,216.08743590059865,45.97928994034491,['FRII'],FRII
17244,216.0,8.0,32.489675342965256,+,52.0,43.0,41.64222615867004,LoMorph,FRI,216.1423582431508,52.72823395171074,['FRI'],FRI
17246,216.0,8.0,37.46013820614962,+,49.0,1.0,52.68690119526923,LoMorph,FRI,216.1437389272795,49.031301916998686,['FRI'],FRI
17249,216.0,9.0,59.77664530202901,+,48.0,4.0,49.78430018497363,LoMorph,FRI,216.166604623695,48.08049563894027,['FRI'],FRI
17251,216.0,12.0,58.40501728468325,+,50.0,36.0,36.62025604553719,LoMorph,FRII,216.2162236159124,50.61017229334598,['FRII'],FRII
17254,216.0,15.0,41.5105050479724,+,48.0,43.0,17.01339917123164,LoMorph,FRI,216.26153069584663,48.7213926108809,['FRI'],FRI
17255,216.0,15.0,54.99449988622018,+,48.0,52.0,29.21353318075319,LoMorph,FRII,216.2652762499684,48.874781536994654,['FRII'],FRII
17259,216.0,18.0,25.411476620747635,+,55.0,23.0,57.67506049763654,LoMorph,FRI,216.30705874350576,55.399354183471566,['FRI'],FRI
17262,216.0,20.0,20.28326782992736,+,48.0,56.0,22.18367104625485,LoMorph,FRI,216.3389675743972,48.93949546417952,['FRI'],FRI
17265,216.0,22.0,8.812607098439003,+,48.0,27.0,55.10965488546901,LoMorph,FRI,216.3691146130829,48.465308237468186,['FRI'],FRI
17273,216.0,25.0,23.736362712122627,+,51.0,58.0,36.71268969488153,LoMorph,FRI,216.42326010075337,51.97686463602636,['FRI'],FRI
17276,216.0,26.0,26.346239794772828,+,55.0,52.0,25.539343389248188,LoMorph,FRII,216.44065173327635,55.87376092871924,['FRII'],FRII
17291,216.0,39.0,16.886594958803016,+,56.0,29.0,52.47966949048134,LoMorph,FRI,216.6546907208219,56.49791101930291,['FRI'],FRI
17292,216.0,42.0,12.592117285378208,+,51.0,14.0,40.27989531484536,LoMorph,FRII,216.70349781035705,51.24452219314301,['FRII'],FRII
17295,216.0,44.0,14.7689706963979,+,54.0,3.0,32.401917430455,LoMorph,FRI,216.73743582519344,54.05900053261957,['FRI'],FRI
17296,216.0,45.0,2.983759158212252,+,47.0,36.0,27.99243452944268,LoMorph,FRI,216.7508288219884,47.60777567625818,['FRI'],FRI
17310,216.0,55.0,10.742963886355028,+,52.0,20.0,29.63852990473015,LoMorph,FRI,216.91965082330177,52.34156625830687,['FRI'],FRI
17312,216.0,55.0,24.25930882978946,+,52.0,4.0,10.145003623131856,LoMorph,FRI,216.92340536356383,52.06948472322865,['FRI'],FRI
17317,216.0,57.0,24.25253409474408,+,53.0,28.0,58.53374990141276,LoMorph,FRI,216.95673681502632,53.48292604163928,['FRI'],FRI
17329,217.0,3.0,44.91436528670192,+,46.0,50.0,7.98543754163461,LoMorph,FRI,217.06247621257964,46.83555151042823,['FRI'],FRI
17335,217.0,7.0,1.0253498010729345,+,45.0,57.0,5.029195077090094,LoMorph,FRI,217.11695148605585,45.951396998632525,['FRI'],FRI
17341,217.0,9.0,21.26348125877712,+,54.0,57.0,5.838087967807155,LoMorph,FRI,217.15590652257188,54.95162169110217,['FRI'],FRI
17342,217.0,9.0,49.35489359198528,+,49.0,48.0,32.35395632582481,LoMorph,FRII,217.16370969266444,49.80898721009051,['FRII'],FRII
17346,217.0,14.0,3.2167793628195795,+,54.0,23.0,54.62507982884517,LoMorph,FRI,217.2342268831564,54.39850696661912,['FRI'],FRI
17348,217.0,14.0,38.20752738269903,+,49.0,32.0,59.05288269398625,LoMorph,FRI,217.24394653538408,49.54973691185944,['FRI'],FRI
17349,217.0,14.0,40.271939428041605,+,48.0,38.0,35.463626701242106,LoMorph,FRI,217.24451998317448,48.643184340750345,['FRI'],FRI
17353,217.0,15.0,6.234142081666505,+,48.0,41.0,4.251901037604853,LoMorph,FRII,217.2517317061338,48.68451441695489,['FRII'],FRII
17354,217.0,15.0,12.022850061543975,+,54.0,19.0,3.257499586718496,LoMorph,FRI,217.25333968057265,54.31757152766298,['FRI'],FRI
17358,217.0,18.0,23.736099408911286,+,46.0,56.0,9.213401795363438,LoMorph,FRI,217.3065933609469,46.93589261160982,['FRI'],FRI
17360,217.0,19.0,28.848192478253623,+,52.0,4.0,13.790234734549358,LoMorph,FRI,217.32468005346607,52.07049728742626,['FRI'],FRI
17372,217.0,23.0,17.674263816406892,+,51.0,31.0,19.196620113108903,LoMorph,FRI,217.3882428510601,51.52199906114253,['FRI'],FRI
17374,217.0,25.0,25.49262800979477,+,48.0,6.0,55.29696708257688,LoMorph,FRI,217.4237479522249,48.11536026863405,['FRI'],FRI
17375,217.0,26.0,24.491611688770263,+,51.0,9.0,44.31594160814768,LoMorph,FRII,217.44013655880244,51.16230998378004,['FRII'],FRII
17376,217.0,26.0,32.75899350857344,+,51.0,16.0,39.12132744655935,LoMorph,FRI,217.4424330537524,51.27753370206849,['FRI'],FRI
17377,217.0,26.0,53.506879067460886,+,46.0,7.0,55.8287264124931,LoMorph,FRII,217.4481963552965,46.13217464622569,['FRII'],FRII
17387,217.0,35.0,22.1649909371422,+,56.0,21.0,43.70851925991076,LoMorph,FRI,217.58949027526032,56.362141255349975,['FRI'],FRI
17389,217.0,40.0,8.922919176927735,+,48.0,8.0,17.77069661200528,LoMorph,FRI,217.66914525532687,48.13826963794778,['FRI'],FRI
17390,217.0,40.0,42.107081316771655,+,45.0,35.0,27.89779714566692,LoMorph,FRI,217.67836307814355,45.59108272142935,['FRI'],FRI
17392,217.0,41.0,27.23053291120096,+,45.0,46.0,38.57783276249848,LoMorph,FRI,217.6908973702531,45.77738273132292,['FRI'],FRI
17393,217.0,41.0,29.591001983808383,+,50.0,27.0,19.05419223002866,LoMorph,FRI,217.6915530561066,50.45529283117501,['FRI'],FRI
17396,217.0,41.0,45.85041433645301,+,48.0,50.0,15.483444163723448,LoMorph,FRI,217.6960695595379,48.83763429004548,['FRI'],FRI
17397,217.0,42.0,5.225587860802534,+,53.0,44.0,13.39483049168905,LoMorph,FRII,217.7014515521836,53.73705411958103,['FRII'],FRII
17413,217.0,49.0,0.573431059806353,+,49.0,6.0,35.84612891641768,LoMorph,FRI,217.81682595307217,49.10995725803234,['FRI'],FRI
17414,217.0,49.0,13.872646945058024,+,55.0,18.0,57.955932133337456,LoMorph,FRI,217.82052017970696,55.31609887003704,['FRI'],FRI
17429,217.0,55.0,18.59271250681332,+,47.0,44.0,39.29881297277177,LoMorph,FRII,217.92183130902967,47.74424967027021,['FRII'],FRII
17435,217.0,58.0,28.82097976196974,+,50.0,38.0,24.10759143098573,LoMorph,FRI,217.97467249437832,50.64002988650861,['FRI'],FRI
17437,217.0,58.0,34.13793589747456,+,48.0,1.0,53.99914787791374,LoMorph,FRI,217.9761494266382,48.03166642996609,['FRI'],FRI
17440,218.0,0.0,2.4514772299312426,+,55.0,30.0,6.555848495418104,LoMorph,FRI,218.0006809658972,55.501821069026505,['FRI'],FRI
17446,218.0,5.0,10.62101920609848,+,56.0,33.0,46.52375628671564,LoMorph,FRI,218.0862836164461,56.5629232656352,['FRI'],FRI
17451,218.0,8.0,12.936968644175977,+,54.0,32.0,7.7982000557386755,LoMorph,FRI,218.1369269357345,54.53549950001548,['FRI'],FRI
17454,218.0,10.0,8.166706653696565,+,50.0,29.0,36.21673052597657,LoMorph,FRI,218.1689351962927,50.493393536257216,['FRI'],FRI
17462,218.0,13.0,59.73575865869634,+,55.0,43.0,35.356372836581045,LoMorph,FRI,218.23325993296075,55.726487881343495,['FRI'],FRI
17465,218.0,18.0,18.065896305934075,+,47.0,58.0,12.449374868294854,LoMorph,FRI,218.30501830452943,47.970124826352304,['FRI'],FRI
17467,218.0,19.0,8.988263090984674,+,48.0,59.0,12.665509419111345,LoMorph,FRI,218.31916340641416,48.9868515303942,['FRI'],FRI
17476,218.0,21.0,10.184788494714212,+,50.0,49.0,16.64469481476999,LoMorph,FRI,218.3528291079152,50.8212901930041,['FRI'],FRI
17479,218.0,22.0,27.167185876639905,+,49.0,50.0,59.14035041735701,LoMorph,FRI,218.374213107188,49.84976120844927,['FRI'],FRI
17481,218.0,23.0,1.9823291557099765,+,49.0,23.0,59.06870057278695,LoMorph,FRI,218.38388398032103,49.39974130571466,['FRI'],FRI
17482,218.0,23.0,21.0274847091182,+,48.0,42.0,28.9943030880454,LoMorph,FRI,218.3891743013081,48.70805397308001,['FRI'],FRI
17489,218.0,24.0,57.86483298901203,+,53.0,33.0,56.32912938609252,LoMorph,FRI,218.4160735647192,53.56564698038503,['FRI'],FRI
17492,218.0,26.0,22.07640175285178,+,48.0,8.0,22.56160793230152,LoMorph,FRII,218.4394656671536,48.13960044664786,['FRII'],FRII
17493,218.0,28.0,1.625996668924472,+,50.0,19.0,0.9235376323778156,LoMorph,FRI,218.46711833240803,50.31692320489788,['FRI'],FRI
17495,218.0,28.0,22.018076049614592,+,48.0,26.0,17.853620242171928,LoMorph,FRI,218.47278279890267,48.43829267228949,['FRI'],FRI
17502,218.0,35.0,40.00795119660552,+,48.0,45.0,31.95889478456877,LoMorph,FRI,218.59444665311017,48.75887747077349,['FRI'],FRI
17505,218.0,36.0,39.03967146354944,+,53.0,54.0,10.444529045921628,LoMorph,FRI,218.61084435318432,53.90290125806831,['FRI'],FRI
17513,218.0,39.0,51.41153635929413,+,49.0,49.0,50.035704893711,LoMorph,FRI,218.66428098232203,49.83056547358159,['FRI'],FRI
17521,218.0,41.0,49.87230498079725,+,51.0,10.0,36.30859244427995,LoMorph,FRI,218.69718675138355,51.17675238679008,['FRI'],FRI
17530,218.0,45.0,29.62140728260465,+,54.0,55.0,1.4783116008430852,LoMorph,FRI,218.7582281686896,54.91707730877801,['FRI'],FRI
17531,218.0,45.0,59.04969051533726,+,55.0,11.0,50.947143553144656,LoMorph,FRI,218.76640269180984,55.19748531765365,['FRI'],FRI
17546,218.0,52.0,4.282730787967921,+,49.0,6.0,30.60237072487496,LoMorph,FRI,218.86785631410777,49.10850065853469,['FRI'],FRI
17547,218.0,52.0,6.905779523804085,+,53.0,35.0,40.426370251555,LoMorph,FRI,218.8685849387566,53.59456288062543,['FRI'],FRI
17561,218.0,58.0,44.78094511429845,+,54.0,42.0,45.42370208709372,LoMorph,FRI,218.9791058180873,54.71261769502419,['FRI'],FRI
17568,219.0,6.0,9.294192989991643,+,47.0,54.0,11.232243073610562,LoMorph,FRI,219.102581720275,47.90312006752045,['FRI'],FRI
17570,219.0,6.0,44.02615071840273,+,56.0,5.0,54.52231132953216,LoMorph,FRII,219.11222948631067,56.09847841981376,['FRII'],FRII
17573,219.0,7.0,31.09206820303598,+,56.0,2.0,40.029484371193575,LoMorph,FRI,219.12530335227865,56.044452634547554,['FRI'],FRI
17574,219.0,7.0,39.99472644842854,+,50.0,58.0,3.766299966256952,LoMorph,FRII,219.1277763129024,50.96771286110174,['FRII'],FRII
17576,219.0,8.0,32.311787202497726,+,52.0,56.0,46.039964106867046,LoMorph,FRII,219.14230882977847,52.94612221225191,['FRII'],FRII
17579,219.0,10.0,48.98943443178041,+,46.0,21.0,53.381110819437936,LoMorph,FRI,219.1802748428977,46.36482808633873,['FRI'],FRI
17581,219.0,10.0,58.85632145315185,+,48.0,8.0,50.15541922208058,LoMorph,FRI,219.1830156448481,48.14726539422836,['FRI'],FRI
17592,219.0,17.0,32.322421960207066,+,54.0,25.0,7.034477630429592,LoMorph,FRI,219.29231178387784,54.41862068823068,['FRI'],FRI
17600,219.0,23.0,25.433547402105887,+,50.0,29.0,26.452768997220343,LoMorph,FRII,219.3903982076117,50.49068132472145,['FRII'],FRII
17607,219.0,25.0,55.82508278444038,+,48.0,46.0,35.40257468994753,LoMorph,FRI,219.4321736341068,48.77650071519165,['FRI'],FRI
17612,219.0,28.0,32.70816722159225,+,52.0,14.0,14.10679415677464,LoMorph,FRII,219.47575226867264,52.23725188726577,['FRII'],FRII
17614,219.0,29.0,4.903587820647317,+,49.0,23.0,57.93984620500623,LoMorph,FRII,219.4846954410613,49.39942773505695,['FRII'],FRII
17617,219.0,30.0,58.37103376383084,+,49.0,7.0,46.545476672754944,LoMorph,FRI,219.5162141760455,49.12959596574243,['FRI'],FRI
17624,219.0,34.0,2.280328905656006,+,55.0,21.0,21.34293333209825,LoMorph,FRII,219.56730009136268,55.35592859259225,['FRII'],FRII
17631,219.0,38.0,3.017238524587356,+,47.0,41.0,9.47651673816324,LoMorph,FRI,219.6341714551457,47.685965699093934,['FRI'],FRI
17634,219.0,40.0,18.432344338532403,+,47.0,54.0,0.0291773937567541,LoMorph,FRI,219.67178676231623,47.9000081048316,['FRI'],FRI
17641,219.0,44.0,45.42470795434838,+,52.0,33.0,3.980815879650095,LoMorph,FRI,219.7459513077651,52.55110578218879,['FRI'],FRI
17644,219.0,47.0,19.39793955588584,+,47.0,30.0,52.91368268074166,LoMorph,FRI,219.78872164987663,47.514698245189095,['FRI'],FRI
17652,219.0,50.0,52.85814036550392,+,53.0,59.0,2.276435787115929,LoMorph,FRII,219.8480161501016,53.98396567660753,['FRII'],FRII
17653,219.0,53.0,45.643725620375335,+,55.0,44.0,47.35996352424991,LoMorph,FRI,219.8960121460057,55.746488878756736,['FRI'],FRI
17654,219.0,54.0,30.31421517516492,+,49.0,3.0,19.63970709401906,LoMorph,FRI,219.90842061532643,49.05545547419278,['FRI'],FRI
17655,219.0,54.0,52.23312321053072,+,55.0,0.0,19.082159787811293,LoMorph,FRI,219.9145092008918,55.00530059994106,['FRI'],FRI
17660,219.0,56.0,44.45633039594213,+,48.0,12.0,9.841551457872129,LoMorph,FRI,219.94568231399887,48.20273376429385,['FRI'],FRI
17662,219.0,57.0,16.296068477497556,+,50.0,19.0,10.659191588681551,LoMorph,FRI,219.9545266856882,50.31962755321908,['FRI'],FRI
17669,219.0,59.0,22.05381631463069,+,45.0,59.0,37.00530740547151,LoMorph,FRII,219.9894593934208,45.99361258539041,['FRII'],FRII
17671,220.0,0.0,52.07120082374104,+,48.0,17.0,35.08553663471787,LoMorph,FRI,220.01446422245104,48.293079315731866,['FRI'],FRI
17672,220.0,1.0,7.958112039480056,+,55.0,41.0,7.788305913703084,LoMorph,FRII,220.0188772533443,55.685496751642695,['FRII'],FRII
17678,220.0,3.0,24.811084372113328,+,50.0,26.0,9.829642607291476,LoMorph,FRII,220.0568919678812,50.43606378961314,['FRII'],FRII
17679,220.0,4.0,2.792455173014332,+,47.0,58.0,51.99639874405591,LoMorph,FRI,220.0674423486592,47.98111011076224,['FRI'],FRI
17680,220.0,4.0,10.401673463636598,+,53.0,26.0,10.84537058474325,LoMorph,FRII,220.06955602040657,53.43634593627354,['FRII'],FRII
17681,220.0,4.0,23.55639220232661,+,51.0,58.0,11.26161796096426,LoMorph,FRI,220.0732101089451,51.969794893878046,['FRI'],FRI
17695,220.0,11.0,7.688262604565352,+,52.0,42.0,1.190080493630603,LoMorph,FRI,220.1854689618346,52.7003305779149,['FRI'],FRI
17705,220.0,13.0,48.83554725513022,+,53.0,14.0,34.07163661007985,LoMorph,FRI,220.23023209645976,53.24279767683613,['FRI'],FRI
17706,220.0,14.0,19.92303777585448,+,51.0,6.0,19.65665348443736,LoMorph,FRI,220.2388675104933,51.105460181523455,['FRI'],FRI
17707,220.0,14.0,39.05170455666166,+,55.0,20.0,35.71249721661616,LoMorph,FRI,220.24418102904352,55.34325347144906,['FRI'],FRI
17708,220.0,15.0,7.982921936161347,+,52.0,34.0,31.883010988898377,LoMorph,FRI,220.2522174783156,52.57552305860803,['FRI'],FRI
17714,220.0,16.0,2.2533653896766737,+,51.0,18.0,10.848400105699056,LoMorph,FRI,220.2672926014972,51.303013444473805,['FRI'],FRI
17734,220.0,30.0,19.17747356342261,+,50.0,36.0,54.638962219129326,LoMorph,FRI,220.50532707598984,50.615177489505314,['FRI'],FRI
17749,220.0,43.0,58.91049770354584,+,52.0,9.0,19.12132560627299,LoMorph,FRII,220.7330306938065,52.15531147933508,['FRII'],FRII
17755,220.0,46.0,58.46944464434728,+,51.0,17.0,54.0284113029503,LoMorph,FRI,220.78290817906787,51.29834122536193,['FRI'],FRI
17756,220.0,47.0,21.386746287423648,+,51.0,35.0,1.3667679635062768,LoMorph,FRI,220.7892740961909,51.583712991100974,['FRI'],FRI
17769,220.0,54.0,4.258543700095743,+,51.0,3.0,14.088636424240237,LoMorph,FRI,220.9011829288056,51.053913510117845,['FRI'],FRI
17770,220.0,54.0,10.117002266233612,+,52.0,30.0,53.85471164017588,LoMorph,FRI,220.9028102784073,52.51495964212227,['FRI'],FRI
17771,220.0,54.0,33.10182062731201,+,48.0,21.0,11.109091483549491,LoMorph,FRII,220.90919495017425,48.35308585874543,['FRII'],FRII
17774,220.0,55.0,30.46762137032601,+,55.0,49.0,37.85603846721756,LoMorph,FRI,220.9251298948251,55.82718223290756,['FRI'],FRI
17776,220.0,59.0,19.25684642427313,+,48.0,45.0,8.043541027348056,LoMorph,FRI,220.98868245734008,48.75223431695204,['FRI'],FRI
17778,221.0,1.0,14.909936773678965,+,49.0,7.0,55.13985272318848,LoMorph,FRII,221.02080831577047,49.13198329242311,['FRII'],FRII
17781,221.0,2.0,51.0950425726196,+,49.0,45.0,53.92244557611434,LoMorph,FRI,221.04752640071464,49.76497845710448,['FRI'],FRI
17782,221.0,3.0,9.226926483013358,+,50.0,13.0,33.2892900395035,LoMorph,FRI,221.05256303513417,50.22591369167764,['FRI'],FRI
17786,221.0,9.0,2.4388477907996275,+,47.0,20.0,58.50997291310023,LoMorph,FRII,221.15067745771967,47.34958610358697,['FRII'],FRII
17789,221.0,11.0,4.606033131826735,+,55.0,13.0,15.77891491264552,LoMorph,FRI,221.18461278698103,55.221049698586846,['FRI'],FRI
17793,221.0,11.0,39.89761466512164,+,55.0,2.0,8.169330710983331,LoMorph,FRI,221.19441600407364,55.03560259186416,['FRI'],FRI
17796,221.0,13.0,22.48627733996045,+,47.0,34.0,14.23853141266477,LoMorph,FRI,221.22291285481663,47.570621814281296,['FRI'],FRI
17801,221.0,15.0,52.5642815583069,+,51.0,31.0,37.19093298056123,LoMorph,FRI,221.26460118932167,51.52699748138349,['FRI'],FRI
17802,221.0,17.0,21.284497939625453,+,55.0,12.0,4.760944063777401,LoMorph,FRI,221.2892456938721,55.20132248446216,['FRI'],FRI
17806,221.0,20.0,15.845283516955533,+,54.0,3.0,31.12091466547156,LoMorph,FRI,221.33773480097693,54.05864469851819,['FRI'],FRI
17809,221.0,20.0,46.5790731052266,+,56.0,3.0,8.88170846016692,LoMorph,FRI,221.34627196475145,56.052467141238935,['FRI'],FRI
17814,221.0,23.0,36.65936314051351,+,48.0,0.0,13.06065934435594,LoMorph,FRII,221.39351648976125,48.00362796092899,['FRII'],FRII
17816,221.0,25.0,2.751440364420432,+,56.0,12.0,37.99539517814196,LoMorph,FRI,221.4174309556568,56.21055427643837,['FRI'],FRI
17820,221.0,28.0,0.1837031555805879,+,47.0,21.0,42.23043202289546,LoMorph,FRI,221.466717695321,47.36173067556192,['FRI'],FRI
17821,221.0,28.0,7.240459995075525,+,47.0,52.0,19.965414322821857,LoMorph,FRII,221.4686779055542,47.87221261508967,['FRII'],FRII
17824,221.0,29.0,11.607420530285708,+,56.0,12.0,47.13742950051085,LoMorph,FRI,221.486557616814,56.21309373041681,['FRI'],FRI
17826,221.0,29.0,34.056028019742826,+,47.0,55.0,54.20470058973308,LoMorph,FRII,221.4927933411166,47.93172352794159,['FRII'],FRII
